SET IDENTITY_INSERT [dbo].[shedule] ON
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (1, N'2023-09-01 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (377, N'2023-11-02 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (378, N'2023-11-02 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (379, N'2023-11-03 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (380, N'2023-11-03 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (381, N'2023-11-03 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (382, N'2023-11-03 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (383, N'2023-11-03 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (384, N'2023-11-03 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (385, N'2023-11-04 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (386, N'2023-11-04 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (387, N'2023-11-04 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (388, N'2023-11-04 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (389, N'2023-11-04 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (390, N'2023-11-04 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (391, N'2023-11-05 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (392, N'2023-11-05 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (393, N'2023-11-05 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (394, N'2023-11-05 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (395, N'2023-11-05 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (396, N'2023-11-05 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (397, N'2023-11-06 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (397, N'2023-11-06 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (398, N'2023-11-06 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (399, N'2023-11-06 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (400, N'2023-11-06 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (401, N'2023-11-06 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (402, N'2023-11-06 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (403, N'2023-11-07 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (404, N'2023-11-07 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (405, N'2023-11-07 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (406, N'2023-11-07 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (407, N'2023-11-07 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (408, N'2023-11-07 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (409, N'2023-11-08 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (410, N'2023-11-08 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (411, N'2023-11-08 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (412, N'2023-11-08 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (413, N'2023-11-08 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (414, N'2023-11-08 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (415, N'2023-11-09 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (416, N'2023-11-09 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (417, N'2023-11-09 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (418, N'2023-11-09 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (419, N'2023-11-09 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (420, N'2023-11-09 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (421, N'2023-11-10 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (422, N'2023-11-10 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (423, N'2023-11-10 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (424, N'2023-11-10 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (425, N'2023-11-10 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (426, N'2023-11-10 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (427, N'2023-11-11 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (428, N'2023-11-11 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (429, N'2023-11-11 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (430, N'2023-11-11 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (431, N'2023-11-11 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (432, N'2023-11-11 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (433, N'2023-11-12 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (434, N'2023-11-12 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (435, N'2023-11-12 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (436, N'2023-11-12 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (437, N'2023-11-12 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (438, N'2023-11-12 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (439, N'2023-11-13 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (440, N'2023-11-13 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (441, N'2023-11-13 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (442, N'2023-11-13 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (443, N'2023-11-13 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (444, N'2023-11-13 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (445, N'2023-11-14 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (446, N'2023-11-14 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (447, N'2023-11-14 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (448, N'2023-11-14 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (449, N'2023-11-14 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (450, N'2023-11-14 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (451, N'2023-11-15 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (452, N'2023-11-15 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (453, N'2023-11-15 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (454, N'2023-11-15 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (455, N'2023-11-15 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (456, N'2023-11-15 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (457, N'2023-11-16 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (458, N'2023-11-16 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (459, N'2023-11-16 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (460, N'2023-11-16 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (461, N'2023-11-16 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (462, N'2023-11-16 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (463, N'2023-11-17 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (464, N'2023-11-17 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (465, N'2023-11-17 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (466, N'2023-11-17 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (467, N'2023-11-17 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (468, N'2023-11-17 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (469, N'2023-11-18 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (470, N'2023-11-18 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (471, N'2023-11-18 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (472, N'2023-11-18 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (473, N'2023-11-18 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (474, N'2023-11-18 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (475, N'2023-11-19 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (476, N'2023-11-19 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (477, N'2023-11-19 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (478, N'2023-11-19 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (479, N'2023-11-19 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (480, N'2023-11-19 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (481, N'2023-11-20 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (482, N'2023-11-20 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (483, N'2023-11-20 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (484, N'2023-11-20 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (485, N'2023-11-20 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (486, N'2023-11-20 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (487, N'2023-11-21 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (488, N'2023-11-21 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (489, N'2023-11-21 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (490, N'2023-11-21 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (491, N'2023-11-21 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (492, N'2023-11-21 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (493, N'2023-11-22 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (494, N'2023-11-22 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (495, N'2023-11-22 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (496, N'2023-11-22 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (497, N'2023-11-22 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (498, N'2023-11-22 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (499, N'2023-11-23 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (500, N'2023-11-23 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (501, N'2023-11-23 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (502, N'2023-11-23 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (503, N'2023-11-23 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (504, N'2023-11-23 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (505, N'2023-11-24 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (506, N'2023-11-24 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (507, N'2023-11-24 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (508, N'2023-11-24 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (509, N'2023-11-24 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (510, N'2023-11-24 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (511, N'2023-11-25 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (512, N'2023-11-25 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (513, N'2023-11-25 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (514, N'2023-11-25 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (515, N'2023-11-25 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (516, N'2023-11-25 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (517, N'2023-11-26 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (518, N'2023-11-26 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (519, N'2023-11-26 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (520, N'2023-11-26 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (521, N'2023-11-26 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (522, N'2023-11-26 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (523, N'2023-11-27 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (524, N'2023-11-27 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (525, N'2023-11-27 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (526, N'2023-11-27 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (527, N'2023-11-27 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (528, N'2023-11-27 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (529, N'2023-11-28 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (530, N'2023-11-28 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (531, N'2023-11-28 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (532, N'2023-11-28 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (533, N'2023-11-28 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (534, N'2023-11-28 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (535, N'2023-11-29 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (536, N'2023-11-29 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (537, N'2023-11-29 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (538, N'2023-11-29 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (539, N'2023-11-29 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (540, N'2023-11-29 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (541, N'2023-11-30 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (542, N'2023-11-30 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (543, N'2023-11-30 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (544, N'2023-11-30 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (545, N'2023-11-30 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (546, N'2023-11-30 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (547, N'2023-12-01 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (548, N'2023-12-01 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (549, N'2023-12-01 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (550, N'2023-12-01 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (551, N'2023-12-01 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (552, N'2023-12-01 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (553, N'2023-12-02 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (554, N'2023-12-02 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (555, N'2023-12-02 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (556, N'2023-12-02 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (557, N'2023-12-02 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (558, N'2023-12-02 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (559, N'2023-12-03 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (560, N'2023-12-03 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (561, N'2023-12-03 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (562, N'2023-12-03 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (563, N'2023-12-03 00:00:00', N'В', 0, 5)
